# FILE	ENCLOSING	KIND	NTH	STATUS	NOTE
lisp/nelisp-cc-jit-str-codepoint-at.el	nl_jit_str_codepoint_at	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-jit-sxhash.el	nl_jit_sxhash_dispatch	unresolved-numeric	0	pending	-
lisp/nelisp-cc-jit-sxhash.el	nl_jit_sxhash_dispatch	unresolved-numeric	1	pending	-
lisp/nelisp-cc-jit-symbol-name.el	nl_jit_symbol_name	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-jit-type-of.el	nl_jit_type_of_tag	unresolved-numeric	0	pending	-
lisp/nelisp-cc-jit-type-of.el	nl_jit_type_of_tag	unresolved-numeric	1	pending	-
lisp/nelisp-cc-jit-upcase.el	nl_jit_upcase	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-jit-upcase.el	nl_jit_upcase	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-mirror-lookup-entry.el	nelisp_mirror_lookup_entry_valid_key	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-mut-str.el	nl_jit_mut_str_len	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-nlstr-direct-ops.el	nl_alloc_mut_str_write	tag-write-u8	0	pending	-
lisp/nelisp-cc-nlstr-direct-ops.el	nl_alloc_str_write	tag-write-u8	0	pending	-
lisp/nelisp-cc-nlstr-direct-ops.el	nl_mut_str_finalize_write	tag-write-u8	0	pending	-
lisp/nelisp-cc-nlstr-direct-ops.el	nl_str_bytes_ptr	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-nlstr-direct-ops.el	nl_str_bytes_ptr	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_char_count	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_char_count	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_codepoint_at	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_codepoint_at	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_is_alphanumeric_at	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-nlstr-utf8-direct.el	nl_str_is_alphanumeric_at	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-reader-parser.el	nelisp_reader_p_dispatch	unresolved-numeric	0	pending	-
lisp/nelisp-cc-reader-parser.el	nelisp_reader_p_dispatch	unresolved-numeric	1	pending	-
lisp/nelisp-cc-sexp-clone-into.el	nl_sci_bump	unresolved-numeric	0	pending	-
lisp/nelisp-cc-sexp-clone-into.el	nl_sci_dispatch	unresolved-numeric	0	pending	-
lisp/nelisp-cc-sexp-eq.el	nl_sexp_eq	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-sexp-fmt.el	nl_fmt_sexp_dispatch	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-sexp-fmt.el	nl_fmt_sexp_dispatch	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-sexp-fmt.el	nl_fmt_sexp_write_quoted_str	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-sexp-write-str.el	nl_jit_intern	tag-test-sexp-tag	0	pending	-
lisp/nelisp-cc-sexp-write-str.el	nl_jit_intern	tag-test-sexp-tag	1	pending	-
lisp/nelisp-cc-val-load.el	nl_val_clone_into	tag-test-read-u8	0	pending	-
lisp/nelisp-sexp-layout.el	nelisp-sexp--abi-export	tag-const-ref	0	pending	-
lisp/nelisp-sexp-layout.el	nelisp-sexp--abi-export	tag-const-ref	1	pending	-
packages/nelisp-eventloop-multiplex/src/nelisp-eventloop-multiplex.el	nelisp-eventloop-multiplex-unregister-fd	unresolved-numeric	0	pending	-
packages/nelisp-eventloop/src/nelisp-async-core.el	nelisp-async-core-cancel-timer	unresolved-numeric	0	pending	-
packages/nelisp-eventloop/src/nelisp-async-core.el	nelisp-async-core-timerp	unresolved-numeric	0	pending	-
packages/nelisp-process-adapter/src/nelisp-process-adapter.el	nelisp-process-adapter--signal-name	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	bf_aref_checked	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_aref_checked	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_arrayp_raw	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_arrayp_raw	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_aset	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	bf_aset	tag-test-read-u64	1	pending	-
scripts/nelisp-standalone-build.el	bf_debug_switch	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	bf_debug_switch	unresolved-numeric	1	pending	-
scripts/nelisp-standalone-build.el	bf_elt	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_elt	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_elt_checked	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_elt_checked	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_eq2	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_eq2	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_eq2	tag-test-bound-sym	2	pending	-
scripts/nelisp-standalone-build.el	bf_eq2	tag-test-bound-sym	3	pending	-
scripts/nelisp-standalone-build.el	bf_equal2	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_equal2	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_error	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_error	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_length_checked	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_length_checked	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	bf_str_len	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	bf_str_ptr	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	bf_strsym_raw	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	bf_strsym_raw	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_concat_arg_kind	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_concat_arg_kind	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_concat_first_bad	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_concat_first_bad	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_emit_value	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_emit_value	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_json	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_json	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_json_sym_is_null	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	m5_length	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_length	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	m5_prin1	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	m5_prin1	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-bf-arms	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-bf-arms	unresolved-numeric	1	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-bf-arms	unresolved-numeric	2	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-bf-arms	unresolved-numeric	3	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-dispatch-table	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--applyfn-dispatch-table	tag-test-read-u64	1	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--artifact-command-cache-src	unparsed-region	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--artifact-command-runtime-src	unparsed-region	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--artifact-command-src	unparsed-region	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--artifact-source-command-cache-src	unparsed-region	0	pending	-
scripts/nelisp-standalone-build.el	nelisp-standalone--reader-repl-prelude-source	unparsed-region	0	pending	-
scripts/nelisp-standalone-build.el	nl_bi_process_string_sx_p	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_bi_process_string_sx_p	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_bi_strlen	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	nl_bi_strlen	tag-test-read-u64	1	pending	-
scripts/nelisp-standalone-build.el	nl_bi_strptr	tag-test-read-u64	0	pending	-
scripts/nelisp-standalone-build.el	nl_bi_strptr	tag-test-read-u64	1	pending	-
scripts/nelisp-standalone-build.el	nl_bi_word_byte	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	nl_bi_word_byte	unresolved-numeric	1	pending	-
scripts/nelisp-standalone-build.el	nl_cli_value_to_buf	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_cli_value_to_buf	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_compact_pin_src	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_compact_pin_src	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_compact_rw_slot	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_compact_rw_slot	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_compact_unpin_root	unresolved-numeric	0	pending	-
scripts/nelisp-standalone-build.el	nl_ct_tag_eq	tag-test-sexp-tag	0	pending	-
scripts/nelisp-standalone-build.el	nl_fa_slot	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_fa_slot	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_gc_mark_slot	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_gc_mark_slot	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_ht_key_hash	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_ht_key_hash	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_ht_key_hash_stable_p	tag-test-bound-sym	0	pending	-
scripts/nelisp-standalone-build.el	nl_ht_key_hash_stable_p	tag-test-bound-sym	1	pending	-
scripts/nelisp-standalone-build.el	nl_sf_decl_strip_body	tag-test-sexp-tag	0	pending	-
scripts/nelisp-standalone-build.el	nl_sf_defvaralias_apply	tag-test-sexp-tag	0	pending	-
scripts/nelisp-standalone-build.el	nl_sf_defvaralias_apply	tag-test-sexp-tag	1	pending	-
scripts/nelisp-standalone-build.el	wf_key_eq_depth	unresolved-numeric	0	pending	-
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--ledger-rows	unresolved-numeric	0	pending	-
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--target-number-p	unresolved-numeric	0	pending	-
tools/nelisp-doc200-tag-census.el	nelisp-doc200-tag-census--target-number-p	unresolved-numeric	1	pending	-
tools/nelisp-thread-allocating-standalone-smoke.el	-	unresolved-numeric	0	pending	-
tools/nelisp-thread-percpu-roots-smoke.el	-	unresolved-numeric	0	pending	-
